
"time","usr","sys","idl","wai","hiq","siq","read","writ","memused","buff","cach","free","used","free","recv","send"
08-05 04:21:24,53.295,9.796,33.856,0.127,0.0,2.926,0.0,1648025.600,22699745280.0,1486848.0,4623040512.0,23143006208.0,0.0,25375535104.0,23418760.0,13882235.600
08-05 04:21:29,56.285,8.721,31.766,0.136,0.009,3.083,0.0,1679462.400,22697377792.0,1486848.0,4631388160.0,23137026048.0,0.0,25375535104.0,24261918.800,14675512.0
08-05 04:21:34,55.153,8.731,32.899,0.102,0.0,3.115,0.0,1689190.400,22699249664.0,1486848.0,4639862784.0,23126679552.0,0.0,25375535104.0,23741490.400,14041112.0
08-05 04:21:39,52.529,8.535,35.765,0.111,0.0,3.060,0.0,1674854.400,22698020864.0,1486848.0,4647559168.0,23120211968.0,0.0,25375535104.0,23651074.200,14120466.0
08-05 04:21:44,54.414,10.087,32.199,0.119,0.0,3.181,0.0,1657446.400,22698541056.0,1486848.0,4655611904.0,23111639040.0,0.0,25375535104.0,24272429.600,14345077.800
08-05 04:21:49,54.650,8.469,33.741,0.119,0.008,3.013,0.0,1682329.600,22696562688.0,1486848.0,4664172544.0,23105056768.0,0.0,25375535104.0,23785797.200,14248792.400
08-05 04:21:54,54.270,8.455,34.076,0.111,0.0,3.088,0.0,1671680.0,22696341504.0,1486848.0,4671737856.0,23097712640.0,0.0,25375535104.0,24170860.800,14281361.0
08-05 04:21:59,52.704,8.155,35.825,0.153,0.0,3.163,0.0,1643417.600,22697279488.0,1486848.0,4679794688.0,23088717824.0,0.0,25375535104.0,23722636.800,14020206.200
08-05 04:22:04,55.453,10.242,30.982,0.127,0.0,3.196,0.0,3507097.600,22696693760.0,1486848.0,4688297984.0,23080800256.0,0.0,25375535104.0,24594072.600,14806001.600
08-05 04:22:09,54.352,8.627,33.767,0.170,0.0,3.085,0.0,2094796.800,22694727680.0,1486848.0,4592185344.0,23178878976.0,0.0,25375535104.0,23844915.0,14204490.0
08-05 04:22:14,54.052,8.214,34.617,0.145,0.0,2.972,0.0,1653964.800,22693232640.0,1486848.0,4599934976.0,23172624384.0,0.0,25375535104.0,23605300.200,14215561.200
08-05 04:22:19,55.545,8.475,32.777,0.136,0.0,3.066,0.0,1690316.800,22694858752.0,1486848.0,4607905792.0,23163027456.0,0.0,25375535104.0,24090350.600,14284835.400
08-05 04:22:24,53.163,10.285,33.435,0.136,0.008,2.972,0.0,1627750.400,22697156608.0,1486848.0,4615806976.0,23152828416.0,0.0,25375535104.0,23142639.200,13902419.0
08-05 04:22:29,56.366,8.647,31.609,0.153,0.0,3.226,0.0,1712025.600,22693638144.0,1486848.0,4624609280.0,23147544576.0,0.0,25375535104.0,24485137.600,14693829.800
08-05 04:22:34,51.802,8.227,36.665,0.127,0.0,3.179,0.0,1631232.0,22695694336.0,1486848.0,4632571904.0,23137525760.0,0.0,25375535104.0,23172174.0,13816219.200
08-05 04:22:39,54.897,8.655,33.061,0.111,0.0,3.276,0.0,1727283.200,22695026688.0,1486848.0,4640190464.0,23130574848.0,0.0,25375535104.0,24726885.0,14432516.400
08-05 04:22:44,52.972,11.003,32.771,0.119,0.0,3.134,0.0,1624473.600,22694756352.0,1486848.0,4648353792.0,23122681856.0,0.0,25375535104.0,23445038.800,14224528.400
08-05 04:22:49,56.044,8.926,31.579,0.102,0.0,3.349,0.0,1739468.800,22692765696.0,1486848.0,4656762880.0,23116263424.0,0.0,25375535104.0,24921075.400,14949531.800
08-05 04:22:54,53.040,7.883,35.930,0.119,0.009,3.019,0.0,1611878.400,22694797312.0,1486848.0,4664291328.0,23106703360.0,0.0,25375535104.0,22866422.600,13672540.0
08-05 04:22:59,53.873,8.462,34.342,0.119,0.0,3.204,0.0,1704652.800,22690172928.0,1486848.0,4672962560.0,23102656512.0,0.0,25375535104.0,24445805.600,14663614.200
08-05 04:23:04,52.885,9.890,34.005,0.110,0.0,3.110,0.0,3414016.0,22693756928.0,1486848.0,4680577024.0,23091458048.0,0.0,25375535104.0,23259663.800,13802229.200
08-05 04:23:09,54.985,8.984,32.694,0.161,0.008,3.167,0.0,2123571.200,22689579008.0,1486848.0,4584472576.0,23191740416.0,0.0,25375535104.0,24733183.200,14767060.0
08-05 04:23:14,54.927,8.605,33.194,0.128,0.0,3.146,0.0,1688576.0,22690402304.0,1486848.0,4593025024.0,23182364672.0,0.0,25375535104.0,24057087.400,14121644.0
08-05 04:23:19,54.628,8.532,33.640,0.119,0.0,3.080,0.0,1664102.400,22689218560.0,1486848.0,4600819712.0,23175753728.0,0.0,25375535104.0,23851599.800,14330206.0
08-05 04:23:24,54.671,9.996,32.070,0.110,0.0,3.153,0.0,1674444.800,22691573760.0,1486848.0,4609228800.0,23164989440.0,0.0,25375535104.0,23717793.600,14147071.0
08-05 04:23:29,53.970,8.486,34.269,0.136,0.0,3.139,0.0,1670656.0,22690344960.0,1486848.0,4616937472.0,23158509568.0,0.0,25375535104.0,23883717.800,14357484.400
08-05 04:23:34,55.749,8.717,32.293,0.136,0.0,3.104,0.0,1684889.600,22693109760.0,1486848.0,4625092608.0,23147589632.0,0.0,25375535104.0,23930520.0,14185298.200
08-05 04:23:39,54.375,8.521,33.787,0.136,0.009,3.172,0.0,1713356.800,22689906688.0,1486848.0,4633214976.0,23142670336.0,0.0,25375535104.0,23820831.200,14377122.600
08-05 04:23:44,55.253,10.200,31.261,0.110,0.0,3.176,0.0,1671168.0,22689296384.0,1486848.0,4641361920.0,23135133696.0,0.0,25375535104.0,24106940.800,14334034.800
08-05 04:23:49,55.139,8.763,32.687,0.145,0.0,3.267,0.0,1635635.200,22687207424.0,1486848.0,4649938944.0,23128645632.0,0.0,25375535104.0,23887901.0,14270965.800
08-05 04:23:54,53.126,8.274,35.440,0.127,0.0,3.033,0.0,1651404.800,22688788480.0,1486848.0,4657356800.0,23119646720.0,0.0,25375535104.0,23841671.600,14018162.400
08-05 04:23:59,53.883,8.631,34.117,0.136,0.0,3.233,0.0,1687859.200,22685798400.0,1486848.0,4666109952.0,23113883648.0,0.0,25375535104.0,24118922.600,14339937.800
08-05 04:24:04,53.915,10.865,32.067,0.094,0.009,3.052,0.0,1687449.600,22685933568.0,1486848.0,4674314240.0,23105544192.0,0.0,25375535104.0,24070730.0,14422023.0
08-05 04:24:09,54.974,8.732,32.945,0.204,0.0,3.146,0.0,3871027.200,22685827072.0,1486848.0,4577636352.0,23202328576.0,0.0,25375535104.0,23756072.800,14181943.0
08-05 04:24:14,53.408,8.389,34.995,0.128,0.0,3.080,0.0,1687552.0,22683156480.0,1486848.0,4585488384.0,23197147136.0,0.0,25375535104.0,23887325.0,14426638.600
08-05 04:24:19,55.830,8.570,32.434,0.085,0.0,3.081,0.0,1681100.800,22682472448.0,1486848.0,4593508352.0,23189811200.0,0.0,25375535104.0,24086549.600,14326324.400
08-05 04:24:24,53.931,10.996,32.076,0.128,0.0,2.870,0.0,1652531.200,22681808896.0,1486848.0,4601626624.0,23182356480.0,0.0,25375535104.0,23341113.600,14097661.400
08-05 04:24:29,56.171,8.854,31.692,0.119,0.0,3.164,0.0,1699328.0,22680567808.0,1486848.0,4609765376.0,23175458816.0,0.0,25375535104.0,24291410.800,14461870.0
08-05 04:24:34,56.050,8.401,32.344,0.128,0.009,3.069,0.0,1680179.200,22680023040.0,1486848.0,4617940992.0,23167827968.0,0.0,25375535104.0,23633841.200,14109494.800
08-05 04:24:39,56.578,8.410,31.876,0.111,0.0,3.025,0.0,1676390.400,22677704704.0,1486848.0,4626038784.0,23162048512.0,0.0,25375535104.0,23972573.600,14299811.0
08-05 04:24:44,53.299,10.343,33.164,0.127,0.0,3.066,0.0,1621401.600,22680440832.0,1486848.0,4633894912.0,23151456256.0,0.0,25375535104.0,22832287.400,13765980.200
08-05 04:24:49,56.172,9.029,31.389,0.119,0.0,3.290,0.0,1712435.200,22677512192.0,1486848.0,4642328576.0,23145951232.0,0.0,25375535104.0,24817717.600,14896712.0
08-05 04:24:54,53.194,8.160,35.579,0.128,0.009,2.930,0.0,1612492.800,22677168128.0,1486848.0,4650156032.0,23138467840.0,0.0,25375535104.0,22990254.400,13736338.400
08-05 04:24:59,53.344,8.650,34.585,0.128,0.0,3.293,0.0,1692774.400,22677536768.0,1486848.0,4658835456.0,23129419776.0,0.0,25375535104.0,24613429.800,14254213.200
08-05 04:25:04,52.211,10.697,33.639,0.179,0.0,3.274,0.0,1646080.0,22678708224.0,1486848.0,4666396672.0,23120687104.0,0.0,25375535104.0,23799659.800,14294187.200
08-05 04:25:09,56.158,8.869,31.509,0.204,0.0,3.260,0.0,3942707.200,22679396352.0,1486848.0,4570292224.0,23216103424.0,0.0,25375535104.0,24756995.600,14778828.200
08-05 04:25:14,54.698,8.298,33.940,0.128,0.0,2.936,0.0,1653964.800,22678568960.0,1486848.0,4578205696.0,23209017344.0,0.0,25375535104.0,23671876.0,14108018.0
08-05 04:25:19,55.257,8.591,32.877,0.119,0.009,3.147,0.0,1717350.400,22676492288.0,1486848.0,4586516480.0,23202783232.0,0.0,25375535104.0,23984023.800,14367612.800
08-05 04:25:24,53.724,9.713,33.373,0.127,0.0,3.062,0.0,1618022.400,22676410368.0,1486848.0,4594294784.0,23195086848.0,0.0,25375535104.0,23194387.200,13834671.0
08-05 04:25:29,55.915,8.632,32.129,0.111,0.0,3.215,0.0,1708748.800,22673756160.0,1486848.0,4602667008.0,23189368832.0,0.0,25375535104.0,24425935.400,14546380.400
08-05 04:25:34,55.599,8.660,32.726,0.136,0.0,2.878,0.0,1653760.0,22672748544.0,1486848.0,4610863104.0,23182180352.0,0.0,25375535104.0,23833843.800,14207064.600
08-05 04:25:39,55.131,8.431,33.348,0.119,0.0,2.972,0.0,1704243.200,22674329600.0,1486848.0,4618977280.0,23172485120.0,0.0,25375535104.0,23893226.200,14256044.0
08-05 04:25:44,53.375,11.138,32.346,0.119,0.0,3.022,0.0,1639219.200,22676570112.0,1486848.0,4627116032.0,23162105856.0,0.0,25375535104.0,23459555.600,14019720.600
08-05 04:25:49,55.241,8.887,32.640,0.128,0.009,3.096,0.0,1692774.400,22675034112.0,1486848.0,4635193344.0,23155564544.0,0.0,25375535104.0,24441887.0,14592933.200
08-05 04:25:54,53.989,8.352,34.496,0.111,0.0,3.053,0.0,1657139.200,22676758528.0,1486848.0,4643065856.0,23145967616.0,0.0,25375535104.0,23433700.400,13878784.600
08-05 04:25:59,54.088,8.601,34.056,0.127,0.0,3.128,0.0,1693798.400,22676664320.0,1486848.0,4651409408.0,23137718272.0,0.0,25375535104.0,24105651.200,14517723.400
08-05 04:26:04,55.120,10.620,31.039,0.102,0.0,3.119,0.0,1648230.400,22680047616.0,1486848.0,4659359744.0,23126384640.0,0.0,25375535104.0,23710385.200,14154484.800
08-05 04:26:09,54.239,8.411,34.187,0.170,0.0,2.993,0.0,3875123.200,22678474752.0,1486848.0,4667473920.0,23119843328.0,0.0,25375535104.0,23734826.200,14326544.0
08-05 04:26:14,56.406,8.388,32.052,0.136,0.0,3.018,0.0,1703116.800,22678110208.0,1486848.0,4675686400.0,23111995392.0,0.0,25375535104.0,24067217.200,14320950.600
08-05 04:26:19,54.964,8.688,33.186,0.119,0.0,3.043,0.0,1625395.200,22599622656.0,1486848.0,4683739136.0,23182430208.0,0.0,25375535104.0,23591441.600,14117252.800
08-05 04:26:24,55.463,10.441,30.941,0.128,0.0,3.027,0.0,1723596.800,22600716288.0,1486848.0,4691763200.0,23173312512.0,0.0,25375535104.0,23980456.800,14102121.600
08-05 04:26:29,54.391,8.663,33.717,0.128,0.0,3.101,0.0,1655705.600,22598144000.0,1486848.0,4699987968.0,23167660032.0,0.0,25375535104.0,23745595.200,14341883.800
08-05 04:26:34,55.562,8.492,32.802,0.136,0.009,2.998,0.0,1671782.400,22600126464.0,1486848.0,4708188160.0,23157477376.0,0.0,25375535104.0,24143689.400,14319610.600
08-05 04:26:39,54.968,8.387,33.489,0.119,0.0,3.037,0.0,1686220.800,22597107712.0,1486848.0,4716773376.0,23151910912.0,0.0,25375535104.0,23593945.0,14099312.0
08-05 04:26:44,54.166,10.130,32.440,0.110,0.0,3.153,0.0,1656524.800,22599610368.0,1486848.0,4724170752.0,23142010880.0,0.0,25375535104.0,23604934.200,14076420.400
08-05 04:26:49,52.468,8.587,35.641,0.110,0.0,3.194,0.0,1623244.800,22598934528.0,1486848.0,4732260352.0,23134597120.0,0.0,25375535104.0,24145911.800,14200628.800
08-05 04:26:54,55.702,8.748,32.250,0.119,0.0,3.182,0.0,1767321.600,22596968448.0,1486848.0,4740661248.0,23128162304.0,0.0,25375535104.0,24643461.200,14645156.200
08-05 04:26:59,53.561,8.049,35.195,0.136,0.0,3.060,0.0,1636864.0,22598410240.0,1486848.0,4748460032.0,23118921728.0,0.0,25375535104.0,23390454.200,13960055.800
08-05 04:27:04,53.592,11.005,32.150,0.119,0.008,3.125,0.0,1641676.800,22599737344.0,1486848.0,4756852736.0,23109201920.0,0.0,25375535104.0,24322135.800,14492051.0
08-05 04:27:09,55.664,8.666,32.310,0.170,0.0,3.189,0.0,3936358.400,22597918720.0,1486848.0,4660371456.0,23207501824.0,0.0,25375535104.0,24210682.600,14543271.800
08-05 04:27:14,52.812,8.168,35.863,0.119,0.0,3.038,0.0,1629900.800,22598144000.0,1486848.0,4668149760.0,23199498240.0,0.0,25375535104.0,23412222.0,13820394.400
08-05 04:27:19,55.694,9.089,31.891,0.102,0.008,3.216,0.0,1694003.200,22597271552.0,1486848.0,4676460544.0,23192059904.0,0.0,25375535104.0,24544617.600,14547079.600
08-05 04:27:24,53.064,10.596,33.260,0.119,0.0,2.962,0.0,1663078.400,22596964352.0,1486848.0,4684574720.0,23184252928.0,0.0,25375535104.0,23244563.200,13994628.800
08-05 04:27:29,56.099,8.879,31.738,0.128,0.0,3.156,0.0,1713356.800,22595502080.0,1486848.0,4692807680.0,23177482240.0,0.0,25375535104.0,24402773.800,14619476.0
08-05 04:27:34,55.801,8.768,32.281,0.145,0.0,3.005,0.0,1656012.800,22595317760.0,1486848.0,4701016064.0,23169458176.0,0.0,25375535104.0,23764799.800,14222441.0
08-05 04:27:39,57.121,8.623,31.098,0.102,0.008,3.047,0.0,1726771.200,22594015232.0,1486848.0,4709171200.0,23162605568.0,0.0,25375535104.0,23953085.400,14209588.600
08-05 04:27:44,55.261,10.623,31.147,0.128,0.0,2.841,0.0,1604198.400,22596583424.0,1486848.0,4717031424.0,23152177152.0,0.0,25375535104.0,23167214.800,13928788.600
08-05 04:27:49,55.917,8.759,32.087,0.111,0.0,3.127,0.0,1712844.800,22594883584.0,1486848.0,4725293056.0,23145615360.0,0.0,25375535104.0,24422473.200,14574936.400
08-05 04:27:54,51.768,8.234,36.914,0.119,0.0,2.966,0.0,1582387.200,22596435968.0,1486848.0,4733546496.0,23135809536.0,0.0,25375535104.0,23252135.400,13610242.400
08-05 04:27:59,55.085,8.661,32.793,0.102,0.0,3.359,0.0,1742848.0,22593359872.0,1486848.0,4741541888.0,23130890240.0,0.0,25375535104.0,25068297.400,14895445.800
08-05 04:28:04,52.255,9.569,34.972,0.136,0.0,3.068,0.0,1596928.0,22594297856.0,1486848.0,4749230080.0,23122264064.0,0.0,25375535104.0,22738983.0,13509869.600
08-05 04:28:09,55.045,8.925,32.614,0.178,0.0,3.238,0.0,3960012.800,22590140416.0,1486848.0,4653178880.0,23222472704.0,0.0,25375535104.0,25098637.800,15015699.600
08-05 04:28:14,54.591,8.414,33.854,0.128,0.0,3.012,0.0,1689497.600,22590066688.0,1486848.0,4661194752.0,23214530560.0,0.0,25375535104.0,23813531.400,13946455.400
08-05 04:28:19,53.957,8.525,34.382,0.102,0.008,3.026,0.0,1624576.0,22586490880.0,1486848.0,4669988864.0,23209312256.0,0.0,25375535104.0,23707656.600,14283019.200
08-05 04:28:24,54.008,10.320,32.478,0.119,0.0,3.076,0.0,1710080.0,22589075456.0,1486848.0,4677156864.0,23199559680.0,0.0,25375535104.0,23704870.200,14103076.0
08-05 04:28:29,54.804,8.793,33.291,0.094,0.0,3.019,0.0,1671680.0,22585802752.0,1486848.0,4685668352.0,23194320896.0,0.0,25375535104.0,24144328.0,14556050.800
08-05 04:28:34,56.469,8.575,31.745,0.120,0.009,3.083,0.0,1687654.400,22585950208.0,1486848.0,4694204416.0,23185637376.0,0.0,25375535104.0,23831086.800,14095788.0
08-05 04:28:39,53.859,8.313,34.720,0.093,0.0,3.014,0.0,1653657.600,22584537088.0,1486848.0,4701843456.0,23179411456.0,0.0,25375535104.0,23599835.400,14273360.400
08-05 04:28:44,55.406,10.481,30.795,0.111,0.0,3.207,0.0,1677107.200,22587199488.0,1486848.0,4709994496.0,23168598016.0,0.0,25375535104.0,24097679.0,14340159.400
08-05 04:28:49,54.347,8.745,33.679,0.110,0.0,3.119,0.0,1646284.800,22522744832.0,1486848.0,4718010368.0,23225036800.0,0.0,25375535104.0,23640948.800,14150212.0
08-05 04:28:54,55.503,8.629,32.658,0.111,0.0,3.101,0.0,1724620.800,22522216448.0,1486848.0,4726272000.0,23217303552.0,0.0,25375535104.0,24203371.800,14492222.400
08-05 04:28:59,55.654,8.357,32.801,0.119,0.009,3.061,0.0,1670963.200,22520033280.0,1486848.0,4734332928.0,23211425792.0,0.0,25375535104.0,23896525.400,14227037.0
08-05 04:29:04,55.278,10.616,30.896,0.119,0.0,3.091,0.0,1679974.400,22519681024.0,1486848.0,4742524928.0,23203586048.0,0.0,25375535104.0,23821647.800,14231683.0
08-05 04:29:09,54.803,8.449,33.574,0.145,0.0,3.029,0.0,2104934.400,22518177792.0,1486848.0,4646400000.0,23301214208.0,0.0,25375535104.0,23679063.0,14156713.400
08-05 04:29:14,54.338,8.386,34.072,0.128,0.009,3.068,0.0,3422720.0,22515109888.0,1486848.0,4654317568.0,23296364544.0,0.0,25375535104.0,24032506.800,14475521.0
08-05 04:29:19,55.571,8.572,32.669,0.102,0.0,3.086,0.0,1669939.200,22516137984.0,1486848.0,4662177792.0,23287476224.0,0.0,25375535104.0,23825452.800,14088440.800
08-05 04:29:24,53.993,9.661,33.260,0.111,0.0,2.976,0.0,1691648.0,22515478528.0,1486848.0,4670386176.0,23279927296.0,0.0,25375535104.0,23686011.0,14269107.200
08-05 04:29:29,55.440,8.645,32.659,0.119,0.0,3.137,0.0,1695334.400,22513860608.0,1486848.0,4678438912.0,23273492480.0,0.0,25375535104.0,23913072.600,14175942.400
08-05 04:29:34,51.589,8.241,36.924,0.136,0.0,3.110,0.0,1593446.400,22513643520.0,1486848.0,4686413824.0,23265734656.0,0.0,25375535104.0,23309731.0,13810612.200
08-05 04:29:39,55.570,8.656,32.211,0.128,0.009,3.427,0.0,1768140.800,22513451008.0,1486848.0,4694769664.0,23257571328.0,0.0,25375535104.0,24844759.600,14742038.0
08-05 04:29:44,52.779,10.471,33.695,0.102,0.0,2.953,0.0,1575526.400,22513033216.0,1486848.0,4702621696.0,23250137088.0,0.0,25375535104.0,23179341.400,13966714.0
08-05 04:29:49,55.436,8.923,32.346,0.111,0.0,3.184,0.0,1735065.600,22511304704.0,1486848.0,4710989824.0,23243497472.0,0.0,25375535104.0,24640581.200,14779006.0
08-05 04:29:54,51.045,7.917,37.887,0.127,0.0,3.024,0.0,1607065.600,22512435200.0,1486848.0,4718874624.0,23234482176.0,0.0,25375535104.0,23132877.0,13490546.600
08-05 04:29:59,55.439,8.871,32.134,0.119,0.0,3.436,0.0,1741414.400,22510899200.0,1486848.0,4727197696.0,23227695104.0,0.0,25375535104.0,25091678.400,14812638.600
08-05 04:30:04,52.105,9.679,35.162,0.111,0.0,2.943,0.0,1600307.200,22512369664.0,1486848.0,4735111168.0,23218311168.0,0.0,25375535104.0,22966630.0,13760836.600
08-05 04:30:09,55.592,8.810,32.176,0.145,0.0,3.277,0.0,2149580.800,22509953024.0,1486848.0,4638875648.0,23316963328.0,0.0,25375535104.0,24964730.0,14905321.0
08-05 04:30:14,54.185,8.183,34.433,0.145,0.009,3.045,0.0,3434086.400,22508752896.0,1486848.0,4647403520.0,23309635584.0,0.0,25375535104.0,23260502.600,13861209.400
08-05 04:30:19,54.335,8.635,33.693,0.110,0.0,3.227,0.0,1642086.400,22508720128.0,1486848.0,4654735360.0,23302336512.0,0.0,25375535104.0,23892909.200,14144983.600
08-05 04:30:24,52.105,9.666,34.742,0.136,0.0,3.352,0.0,1702809.600,22509907968.0,1486848.0,4662865920.0,23293018112.0,0.0,25375535104.0,23731950.800,14177996.800
08-05 04:30:29,55.401,8.957,32.294,0.110,0.008,3.229,0.0,1734963.200,22507622400.0,1486848.0,4671336448.0,23286833152.0,0.0,25375535104.0,25044790.800,14849914.200
08-05 04:30:34,53.885,8.315,34.679,0.145,0.0,2.976,0.0,1617100.800,22506536960.0,1486848.0,4679348224.0,23279906816.0,0.0,25375535104.0,23311880.0,14002132.800
08-05 04:30:39,53.929,8.419,34.211,0.110,0.0,3.330,0.0,1697689.600,22507675648.0,1486848.0,4687294464.0,23270821888.0,0.0,25375535104.0,23782538.800,14011737.600
08-05 04:30:44,52.217,10.324,34.037,0.111,0.0,3.311,0.0,1620172.800,22599823360.0,1486848.0,4695322624.0,23170646016.0,0.0,25375535104.0,23936323.0,14221950.0
08-05 04:30:49,54.952,9.120,32.556,0.119,0.0,3.253,0.0,1714995.200,22596431872.0,1486848.0,4703842304.0,23165517824.0,0.0,25375535104.0,25032443.800,14825823.200
08-05 04:30:54,54.544,8.508,33.743,0.111,0.0,3.095,0.0,1711308.800,22595911680.0,1486848.0,4711788544.0,23158091776.0,0.0,25375535104.0,23961552.200,14203614.800
08-05 04:30:59,54.896,8.385,33.547,0.128,0.0,3.045,0.0,1662464.0,22593282048.0,1486848.0,4720091136.0,23152418816.0,0.0,25375535104.0,23951630.0,14387196.800
08-05 04:31:04,55.217,9.949,31.495,0.144,0.0,3.195,0.0,1677516.800,22596767744.0,1486848.0,4728135680.0,23140888576.0,0.0,25375535104.0,23754014.0,14171027.0
08-05 04:31:09,56.090,8.600,32.217,0.153,0.009,2.932,0.0,2098892.800,22594469888.0,1486848.0,4631764992.0,23239557120.0,0.0,25375535104.0,23948168.0,14385842.600
08-05 04:31:14,56.031,8.420,32.459,0.110,0.0,2.979,0.0,3458355.200,22595530752.0,1486848.0,4639715328.0,23230545920.0,0.0,25375535104.0,23721557.600,14045591.200
08-05 04:31:19,56.192,8.590,32.035,0.119,0.0,3.064,0.0,1673932.800,22593003520.0,1486848.0,4648448000.0,23224340480.0,0.0,25375535104.0,23799905.400,14224174.600
08-05 04:31:24,54.952,10.143,31.680,0.111,0.0,3.114,0.0,1713152.0,22592331776.0,1486848.0,4656025600.0,23217434624.0,0.0,25375535104.0,24004181.400,14296516.800
08-05 04:31:29,52.398,8.171,36.321,0.094,0.009,3.008,0.0,1595289.600,22591279104.0,1486848.0,4664000512.0,23210512384.0,0.0,25375535104.0,23212782.600,13807847.800
08-05 04:31:34,54.779,9.029,32.751,0.111,0.0,3.330,0.0,1711104.0,22591283200.0,1486848.0,4672270336.0,23202238464.0,0.0,25375535104.0,24670719.400,14584386.400
08-05 04:31:39,54.877,8.502,33.362,0.119,0.0,3.140,0.0,1704448.0,22589853696.0,1486848.0,4680417280.0,23195521024.0,0.0,25375535104.0,23664936.200,14143699.400
08-05 04:31:44,55.058,10.913,30.688,0.110,0.0,3.231,0.0,1662156.800,22591045632.0,1486848.0,4688453632.0,23186292736.0,0.0,25375535104.0,24052650.600,14387270.0
08-05 04:31:49,55.406,8.769,32.666,0.102,0.009,3.048,0.0,1643622.400,22588805120.0,1486848.0,4697071616.0,23179915264.0,0.0,25375535104.0,23704955.0,14194137.400
08-05 04:31:54,54.360,8.617,33.728,0.136,0.0,3.159,0.0,1709875.200,22590234624.0,1486848.0,4704677888.0,23170879488.0,0.0,25375535104.0,24105426.600,14285160.200
08-05 04:31:59,54.404,8.162,34.144,0.204,0.0,3.086,0.0,1655296.0,22590046208.0,1486848.0,4712771584.0,23162974208.0,0.0,25375535104.0,23469774.400,14026416.0
08-05 04:32:04,54.780,10.200,31.633,0.128,0.009,3.249,0.0,1662156.800,22589059072.0,1486848.0,4721025024.0,23155707904.0,0.0,25375535104.0,24333449.600,14503616.600
08-05 04:32:09,51.920,8.003,37.026,0.204,0.0,2.846,0.0,1990451.200,22589874176.0,1486848.0,4624179200.0,23251738624.0,0.0,25375535104.0,22942795.200,13660337.200
08-05 04:32:14,55.946,8.836,31.695,0.136,0.0,3.387,0.0,3555840.0,22590414848.0,1486848.0,4632539136.0,23242838016.0,0.0,25375535104.0,24962052.600,14750219.600
08-05 04:32:19,53.758,8.453,34.620,0.128,0.0,3.042,0.0,1664921.600,22590836736.0,1486848.0,4640395264.0,23234560000.0,0.0,25375535104.0,23540791.800,13980143.600
08-05 04:32:24,53.703,10.633,32.368,0.119,0.009,3.167,0.0,1693593.600,22591827968.0,1486848.0,4648763392.0,23225200640.0,0.0,25375535104.0,24264460.600,14644967.600
08-05 04:32:29,52.320,7.852,36.608,0.110,0.0,3.110,0.0,1628262.400,22593298432.0,1486848.0,4656623616.0,23215869952.0,0.0,25375535104.0,23323497.400,13731251.600
08-05 04:32:34,54.725,9.144,32.649,0.136,0.0,3.346,0.0,1720729.600,22593236992.0,1486848.0,4665597952.0,23206957056.0,0.0,25375535104.0,25082905.200,14843400.200
08-05 04:32:39,54.708,8.391,33.681,0.119,0.008,3.093,0.0,1681100.800,22595231744.0,1486848.0,4673019904.0,23197540352.0,0.0,25375535104.0,23822139.400,14143518.400
08-05 04:32:44,54.112,10.894,31.901,0.119,0.0,2.976,0.0,1657241.600,22596395008.0,1486848.0,4681232384.0,23188164608.0,0.0,25375535104.0,23694286.600,14369830.200
08-05 04:32:49,56.293,8.852,31.701,0.119,0.0,3.036,0.0,1714380.800,22594768896.0,1486848.0,4689477632.0,23181545472.0,0.0,25375535104.0,24341664.200,14492411.400
08-05 04:32:54,54.030,8.026,34.786,0.136,0.009,3.013,0.0,1635123.200,22592868352.0,1486848.0,4697513984.0,23175409664.0,0.0,25375535104.0,23353669.800,13934875.600
08-05 04:32:59,53.028,8.309,35.253,0.119,0.0,3.291,0.0,1677414.400,22593544192.0,1486848.0,4705341440.0,23166906368.0,0.0,25375535104.0,23954659.200,13942311.400
08-05 04:33:04,53.402,10.465,32.795,0.127,0.0,3.211,0.0,1676902.400,22591918080.0,1486848.0,4714311680.0,23159562240.0,0.0,25375535104.0,24429990.600,14612759.400
08-05 04:33:09,56.005,8.534,32.163,0.161,0.0,3.136,0.0,2120192.0,22591942656.0,1486848.0,4617486336.0,23256363008.0,0.0,25375535104.0,24032725.200,14315072.800
08-05 04:33:14,55.676,8.554,32.607,0.127,0.008,3.027,0.0,3444633.600,22592065536.0,1486848.0,4625358848.0,23248367616.0,0.0,25375535104.0,23644086.400,14115734.200
08-05 04:33:19,55.931,8.843,31.894,0.128,0.0,3.206,0.0,1738649.600,22589935616.0,1486848.0,4633690112.0,23242166272.0,0.0,25375535104.0,24484343.600,14583399.200
08-05 04:33:24,54.757,10.336,31.814,0.102,0.0,2.991,0.0,1610547.200,22591000576.0,1486848.0,4641480704.0,23233310720.0,0.0,25375535104.0,23124509.400,13820920.200
08-05 04:33:29,55.568,8.815,32.285,0.153,0.0,3.179,0.0,1717350.400,22587883520.0,1486848.0,4649742336.0,23228166144.0,0.0,25375535104.0,24501130.200,14651059.800
08-05 04:33:34,54.268,8.376,34.097,0.136,0.0,3.123,0.0,1629184.0,22587211776.0,1486848.0,4657709056.0,23220871168.0,0.0,25375535104.0,23247780.200,14019623.200
08-05 04:33:39,52.533,8.338,35.628,0.119,0.0,3.383,0.0,1705881.600,22587592704.0,1486848.0,4665868288.0,23212331008.0,0.0,25375535104.0,24293831.800,14083426.200
