
"time","usr","sys","idl","wai","hiq","siq","read","writ","memused","buff","cach","free","used","free","recv","send"
08-05 03:56:44,54.648,11.548,30.277,0.093,0.0,3.433,0.0,1721139.200,23255752704.0,1486848.0,4678373376.0,22531665920.0,0.0,25375535104.0,24652919.800,14857224.200
08-05 03:56:49,55.324,8.962,32.411,0.145,0.0,3.158,0.0,1717350.400,23253020672.0,1486848.0,4686127104.0,22526644224.0,0.0,25375535104.0,24654448.200,14710586.0
08-05 03:56:54,53.806,8.452,34.605,0.110,0.008,3.018,0.0,1626931.200,23252430848.0,1486848.0,4694171648.0,22519189504.0,0.0,25375535104.0,23491530.400,13994382.0
08-05 03:56:59,54.951,8.447,33.302,0.128,0.0,3.173,0.0,1714073.600,23254544384.0,1486848.0,4702887936.0,22508359680.0,0.0,25375535104.0,24347038.0,14497121.800
08-05 03:57:04,53.282,11.956,31.375,0.170,0.0,3.218,0.0,2138624.0,23254601728.0,1486848.0,4605841408.0,22605348864.0,0.0,25375535104.0,23415941.600,14244821.400
08-05 03:57:09,55.240,8.751,32.638,0.136,0.0,3.235,0.0,1692672.0,23253495808.0,1486848.0,4614160384.0,22598135808.0,0.0,25375535104.0,24251722.200,14505274.800
08-05 03:57:14,55.354,8.701,32.619,0.111,0.009,3.207,0.0,1691852.800,23251873792.0,1486848.0,4622303232.0,22591614976.0,0.0,25375535104.0,24286413.400,14569048.600
08-05 03:57:19,53.985,8.421,34.380,0.119,0.0,3.096,0.0,1670553.600,23250698240.0,1486848.0,4630556672.0,22584537088.0,0.0,25375535104.0,23400926.600,14117289.200
08-05 03:57:24,54.523,10.166,31.925,0.127,0.0,3.259,0.0,1681305.600,23252529152.0,1486848.0,4638457856.0,22574804992.0,0.0,25375535104.0,24082128.800,14198696.0
08-05 03:57:29,53.754,8.647,34.300,0.128,0.0,3.171,0.0,1635328.0,23249911808.0,1486848.0,4646608896.0,22569271296.0,0.0,25375535104.0,23847181.600,14335506.0
08-05 03:57:34,55.700,9.038,31.991,0.119,0.0,3.152,0.0,1734963.200,23248650240.0,1486848.0,4655177728.0,22561964032.0,0.0,25375535104.0,24473097.600,14674156.400
08-05 03:57:39,55.928,8.284,32.524,0.136,0.009,3.119,0.0,3451084.800,23248297984.0,1486848.0,4663119872.0,22554374144.0,0.0,25375535104.0,23839347.600,14147967.0
08-05 03:57:44,53.942,11.154,31.677,0.110,0.0,3.118,0.0,1665740.800,23249027072.0,1486848.0,4671250432.0,22545514496.0,0.0,25375535104.0,23452550.200,14245145.200
08-05 03:57:49,54.954,8.767,33.007,0.136,0.0,3.135,0.0,1688985.600,23246114816.0,1486848.0,4679430144.0,22540247040.0,0.0,25375535104.0,24403086.800,14439800.600
08-05 03:57:54,54.407,8.347,34.167,0.144,0.0,2.935,0.0,1646080.0,23245922304.0,1486848.0,4687433728.0,22532435968.0,0.0,25375535104.0,23161270.0,13910414.200
08-05 03:57:59,55.355,8.800,32.524,0.119,0.008,3.194,0.0,1710080.0,23245795328.0,1486848.0,4695515136.0,22524481536.0,0.0,25375535104.0,24396829.0,14559556.200
08-05 03:58:04,52.286,10.665,33.855,0.204,0.0,2.991,0.0,2077491.200,23246475264.0,1486848.0,4598779904.0,22620536832.0,0.0,25375535104.0,22961957.800,13822028.400
08-05 03:58:09,55.607,8.806,32.278,0.111,0.0,3.199,0.0,1738854.400,23241760768.0,1486848.0,4607488000.0,22616543232.0,0.0,25375535104.0,24508396.200,14755299.400
08-05 03:58:14,52.437,8.417,36.028,0.128,0.0,2.990,0.0,1641881.600,23241502720.0,1486848.0,4615290880.0,22608998400.0,0.0,25375535104.0,23508499.800,13856553.800
08-05 03:58:19,53.957,8.823,33.738,0.110,0.0,3.371,0.0,1713356.800,23240519680.0,1486848.0,4623507456.0,22601764864.0,0.0,25375535104.0,24695576.800,14528466.200
08-05 03:58:24,49.975,10.561,36.252,0.110,0.0,3.102,0.0,1547673.600,23244644352.0,1486848.0,4631228416.0,22589919232.0,0.0,25375535104.0,22913248.0,13592659.800
08-05 03:58:29,55.263,9.075,32.093,0.102,0.0,3.466,0.0,1769676.800,23243427840.0,1486848.0,4639694848.0,22582669312.0,0.0,25375535104.0,25334048.800,15047795.200
08-05 03:58:34,53.017,8.797,34.991,0.102,0.008,3.085,0.0,1649561.600,23241379840.0,1486848.0,4648321024.0,22576091136.0,0.0,25375535104.0,23707463.800,14109010.800
08-05 03:58:39,55.082,8.617,33.056,0.110,0.0,3.136,0.0,1683046.400,23240646656.0,1486848.0,4656189440.0,22568955904.0,0.0,25375535104.0,24148910.400,14358881.400
08-05 03:58:44,52.408,10.745,33.500,0.153,0.0,3.194,0.0,3454259.200,23244173312.0,1486848.0,4663988224.0,22557630464.0,0.0,25375535104.0,23604305.200,14066346.400
08-05 03:58:49,54.679,8.821,33.214,0.094,0.0,3.193,0.0,1696768.0,23031144448.0,1486848.0,4672397312.0,22762250240.0,0.0,25375535104.0,24472511.600,14720483.400
08-05 03:58:54,53.763,8.444,34.642,0.127,0.008,3.016,0.0,1650790.400,23028592640.0,1486848.0,4680216576.0,22756982784.0,0.0,25375535104.0,23880850.0,14138593.200
08-05 03:58:59,53.724,8.495,34.566,0.128,0.0,3.087,0.0,1697792.0,23025504256.0,1486848.0,4688736256.0,22751551488.0,0.0,25375535104.0,23783898.400,14442419.800
08-05 03:59:04,54.638,11.188,30.912,0.153,0.0,3.109,0.0,2112204.800,23028916224.0,1486848.0,4592013312.0,22844862464.0,0.0,25375535104.0,23784596.600,14138565.400
08-05 03:59:09,55.505,8.543,32.820,0.128,0.0,3.004,0.0,1688985.600,23025401856.0,1486848.0,4600332288.0,22840057856.0,0.0,25375535104.0,23749913.600,14320859.0
08-05 03:59:14,56.288,8.486,31.956,0.145,0.0,3.125,0.0,1666457.600,23024013312.0,1486848.0,4608958464.0,22832820224.0,0.0,25375535104.0,23976376.400,14248421.0
08-05 03:59:19,55.027,8.619,33.220,0.127,0.008,2.998,0.0,1693696.0,23022571520.0,1486848.0,4616429568.0,22826790912.0,0.0,25375535104.0,23421878.400,14009593.400
08-05 03:59:24,55.061,10.921,30.664,0.136,0.0,3.218,0.0,1672806.400,23022407680.0,1486848.0,4624617472.0,22818766848.0,0.0,25375535104.0,24164522.600,14448986.0
08-05 03:59:29,52.824,8.203,35.778,0.136,0.0,3.058,0.0,1636147.200,23020027904.0,1486848.0,4632604672.0,22813159424.0,0.0,25375535104.0,23435322.0,13992802.400
08-05 03:59:34,55.706,9.076,31.822,0.110,0.0,3.286,0.0,1714176.0,23019409408.0,1486848.0,4649472000.0,22796910592.0,0.0,25375535104.0,24582427.200,14643179.800
08-05 03:59:39,53.929,8.472,34.442,0.119,0.0,3.037,0.0,1656832.0,23019515904.0,1486848.0,4657451008.0,22788825088.0,0.0,25375535104.0,23668541.400,14051886.0
08-05 03:59:44,54.715,10.390,31.613,0.136,0.009,3.137,0.0,3469004.800,23020470272.0,1486848.0,4665585664.0,22779736064.0,0.0,25375535104.0,23935904.800,14373847.200
08-05 03:59:49,54.823,8.546,33.271,0.119,0.0,3.241,0.0,1674752.0,23017938944.0,1486848.0,4673630208.0,22774222848.0,0.0,25375535104.0,24070631.800,14394982.200
08-05 03:59:54,55.242,8.496,33.118,0.102,0.0,3.042,0.0,1707622.400,23018156032.0,1486848.0,4682514432.0,22765121536.0,0.0,25375535104.0,23954191.400,14350691.600
08-05 03:59:59,53.792,8.283,34.749,0.111,0.0,3.065,0.0,1619968.0,23018508288.0,1486848.0,4689641472.0,22757642240.0,0.0,25375535104.0,23461232.400,13758387.600
08-05 04:00:04,53.577,10.663,32.370,0.204,0.008,3.178,0.0,2173542.400,23019118592.0,1486848.0,4593635328.0,22853038080.0,0.0,25375535104.0,24098257.600,14645522.600
08-05 04:00:09,55.704,8.637,32.367,0.111,0.0,3.180,0.0,1672192.0,23016247296.0,1486848.0,4601769984.0,22847774720.0,0.0,25375535104.0,24227387.800,14383919.800
08-05 04:00:14,55.720,8.435,32.669,0.128,0.0,3.047,0.0,1668403.200,23015727104.0,1486848.0,4609941504.0,22840123392.0,0.0,25375535104.0,23682565.0,14179134.0
08-05 04:00:19,56.711,8.574,31.643,0.128,0.0,2.943,0.0,1719603.200,23014289408.0,1486848.0,4618088448.0,22833414144.0,0.0,25375535104.0,23884681.800,14234768.200
08-05 04:00:24,53.235,10.289,33.305,0.153,0.0,3.018,0.0,1631129.600,23016001536.0,1486848.0,4625981440.0,22823809024.0,0.0,25375535104.0,23227063.200,13905418.800
08-05 04:00:29,54.388,8.503,33.807,0.136,0.0,3.166,0.0,1650790.400,23014928384.0,1486848.0,4634001408.0,22816862208.0,0.0,25375535104.0,24508548.800,14402287.200
08-05 04:00:34,53.961,8.962,33.711,0.102,0.009,3.254,0.0,1675468.800,23011450880.0,1486848.0,4642353152.0,22811987968.0,0.0,25375535104.0,23750456.400,14282978.0
08-05 04:00:39,55.681,8.539,32.574,0.119,0.0,3.087,0.0,1674752.0,23010758656.0,1486848.0,4650405888.0,22804627456.0,0.0,25375535104.0,24080844.600,14292134.800
08-05 04:00:44,53.446,10.449,32.939,0.153,0.0,3.012,0.0,3469824.0,23011778560.0,1486848.0,4658622464.0,22795390976.0,0.0,25375535104.0,23608529.0,14248097.0
08-05 04:00:49,55.573,8.671,32.398,0.128,0.0,3.230,0.0,1711616.0,23012368384.0,1486848.0,4666454016.0,22786969600.0,0.0,25375535104.0,24171556.400,14301539.200
08-05 04:00:54,53.578,8.283,34.937,0.110,0.008,3.083,0.0,1601331.200,23012622336.0,1486848.0,4674629632.0,22778540032.0,0.0,25375535104.0,23567246.400,14048106.400
08-05 04:00:59,56.065,8.584,31.941,0.111,0.0,3.299,0.0,1750937.600,23011627008.0,1486848.0,4683567104.0,22770597888.0,0.0,25375535104.0,24542177.0,14744173.0
08-05 04:01:04,52.496,10.101,34.130,0.170,0.0,3.103,0.0,2038272.0,23014764544.0,1486848.0,4586627072.0,22864400384.0,0.0,25375535104.0,23022830.400,13785713.200
08-05 04:01:09,55.348,8.668,32.651,0.119,0.0,3.213,0.0,1732915.200,23011102720.0,1486848.0,4594630656.0,22860058624.0,0.0,25375535104.0,24515439.200,14824994.200
08-05 04:01:14,55.774,8.421,32.643,0.111,0.0,3.051,0.0,1656422.400,23012171776.0,1486848.0,4602560512.0,22851059712.0,0.0,25375535104.0,23784987.400,14099314.800
08-05 04:01:19,54.929,8.882,32.959,0.127,0.0,3.102,0.0,1690214.400,22977732608.0,1486848.0,4610801664.0,22877257728.0,0.0,25375535104.0,23846868.600,14287394.800
08-05 04:01:24,53.697,10.797,32.230,0.102,0.008,3.166,0.0,1649049.600,22979960832.0,1486848.0,4618743808.0,22867087360.0,0.0,25375535104.0,23691686.800,14095451.0
08-05 04:01:29,54.720,8.530,33.609,0.119,0.0,3.022,0.0,1690828.800,22976327680.0,1486848.0,4627087360.0,22862376960.0,0.0,25375535104.0,24030254.200,14428395.600
08-05 04:01:34,55.739,8.560,32.460,0.128,0.0,3.114,0.0,1663795.200,22977052672.0,1486848.0,4635066368.0,22853672960.0,0.0,25375535104.0,23905336.800,14223724.600
08-05 04:01:39,53.724,8.288,34.925,0.153,0.008,2.901,0.0,1632460.800,22977196032.0,1486848.0,4643258368.0,22845337600.0,0.0,25375535104.0,23341442.600,14051975.800
08-05 04:01:44,55.273,9.816,31.569,0.119,0.0,3.224,0.0,3506073.600,22977527808.0,1486848.0,4651257856.0,22837006336.0,0.0,25375535104.0,24127444.200,14442579.800
08-05 04:01:49,53.281,8.323,35.274,0.128,0.0,2.995,0.0,1624678.400,22976532480.0,1486848.0,4659306496.0,22829953024.0,0.0,25375535104.0,23218558.400,13918098.400
08-05 04:01:54,55.038,8.509,33.140,0.145,0.0,3.168,0.0,1714380.800,22976847872.0,1486848.0,4667420672.0,22821523456.0,0.0,25375535104.0,24774031.800,14490929.800
08-05 04:01:59,54.479,8.277,33.983,0.196,0.0,3.065,0.0,1634406.400,22975569920.0,1486848.0,4675518464.0,22814703616.0,0.0,25375535104.0,23522108.800,14045580.200
08-05 04:02:04,55.336,10.469,30.810,0.162,0.009,3.215,0.0,2156441.600,22975987712.0,1486848.0,4579098624.0,22910705664.0,0.0,25375535104.0,24279627.600,14521822.400
08-05 04:02:09,54.169,8.558,34.123,0.127,0.0,3.023,0.0,1613107.200,22975586304.0,1486848.0,4587061248.0,22903144448.0,0.0,25375535104.0,23585419.200,14052227.400
08-05 04:02:14,55.694,8.621,32.340,0.136,0.0,3.209,0.0,1705574.400,22973456384.0,1486848.0,4595392512.0,22896943104.0,0.0,25375535104.0,24324833.600,14512445.400
08-05 04:02:19,54.088,8.524,34.307,0.110,0.0,2.971,0.0,1669734.400,22975066112.0,1486848.0,4603719680.0,22887006208.0,0.0,25375535104.0,23468784.400,13942484.600
08-05 04:02:24,53.045,10.064,33.604,0.110,0.008,3.168,0.0,1673625.600,22974730240.0,1486848.0,4611362816.0,22879698944.0,0.0,25375535104.0,23794660.800,14409164.800
08-05 04:02:29,55.742,8.785,32.213,0.127,0.0,3.132,0.0,1697280.0,22973104128.0,1486848.0,4619632640.0,22873055232.0,0.0,25375535104.0,24385366.0,14502309.800
08-05 04:02:34,54.270,8.718,33.919,0.119,0.0,2.974,0.0,1642393.600,22972583936.0,1486848.0,4627771392.0,22865436672.0,0.0,25375535104.0,23746989.400,14296801.0
08-05 04:02:39,51.859,7.980,37.108,0.111,0.009,2.935,0.0,1568256.0,22973501440.0,1486848.0,4635852800.0,22856437760.0,0.0,25375535104.0,22962113.600,13596794.0
08-05 04:02:44,54.327,10.532,31.562,0.119,0.0,3.460,0.0,3516313.600,22975819776.0,1486848.0,4643590144.0,22846382080.0,0.0,25375535104.0,24701016.200,14613607.200
08-05 04:02:49,54.805,9.254,32.446,0.119,0.0,3.376,0.0,1735680.0,22972936192.0,1486848.0,4651864064.0,22840991744.0,0.0,25375535104.0,24711773.400,14787615.400
08-05 04:02:54,53.542,8.394,34.960,0.111,0.009,2.985,0.0,1625292.800,22971326464.0,1486848.0,4660076544.0,22834388992.0,0.0,25375535104.0,23215519.600,13991683.800
08-05 04:02:59,52.743,8.288,35.785,0.119,0.0,3.066,0.0,1646284.800,22974115840.0,1486848.0,4667637760.0,22824038400.0,0.0,25375535104.0,23662366.0,13838927.800
08-05 04:03:04,52.917,10.971,32.597,0.178,0.0,3.337,0.0,2073088.0,22975385600.0,1486848.0,4572114944.0,22918291456.0,0.0,25375535104.0,24242309.400,14368914.600
08-05 04:03:09,55.526,8.735,32.292,0.119,0.0,3.328,0.0,1757696.0,22971613184.0,1486848.0,4579987456.0,22914191360.0,0.0,25375535104.0,25027988.400,14832206.600
08-05 04:03:14,52.400,8.223,36.159,0.136,0.0,3.081,0.0,1620582.400,22969757696.0,1486848.0,4587827200.0,22908207104.0,0.0,25375535104.0,23381983.800,13963713.200
08-05 04:03:19,53.539,8.574,34.536,0.153,0.009,3.190,0.0,1705472.0,22969831424.0,1486848.0,4595994624.0,22899965952.0,0.0,25375535104.0,24350932.400,14322144.0
08-05 04:03:24,53.214,10.245,33.192,0.119,0.0,3.231,0.0,1663180.800,22968483840.0,1486848.0,4604030976.0,22893277184.0,0.0,25375535104.0,23580080.200,14190553.200
08-05 04:03:29,55.661,8.771,32.216,0.145,0.0,3.208,0.0,1694822.400,22966697984.0,1486848.0,4612501504.0,22886592512.0,0.0,25375535104.0,24560279.600,14566895.600
08-05 04:03:34,54.847,8.669,33.297,0.119,0.0,3.068,0.0,1716224.0,22967037952.0,1486848.0,4620509184.0,22878244864.0,0.0,25375535104.0,23728196.200,14172790.400
08-05 04:03:39,53.277,8.365,34.991,0.128,0.0,3.239,0.0,1661644.800,22966984704.0,1486848.0,4628504576.0,22870302720.0,0.0,25375535104.0,23972828.0,14087265.600
08-05 04:03:44,51.203,10.667,34.764,0.110,0.008,3.247,0.0,1626726.400,22969839616.0,1486848.0,4636811264.0,22859141120.0,0.0,25375535104.0,23617336.600,13999262.400
08-05 04:03:49,54.511,9.176,32.804,0.127,0.0,3.381,0.0,3544576.0,22867603456.0,1486848.0,4645048320.0,22953140224.0,0.0,25375535104.0,24838101.600,15016975.400
08-05 04:03:54,55.384,8.547,32.885,0.111,0.0,3.073,0.0,1694105.600,22865932288.0,1486848.0,4653035520.0,22946824192.0,0.0,25375535104.0,24272611.0,14336850.0
08-05 04:03:59,55.492,8.406,32.996,0.111,0.0,2.995,0.0,1668403.200,22862004224.0,1486848.0,4661391360.0,22942396416.0,0.0,25375535104.0,23656288.600,14294914.0
08-05 04:04:04,55.697,10.978,30.123,0.153,0.0,3.049,0.0,2057420.800,22863654912.0,1486848.0,4564725760.0,23037411328.0,0.0,25375535104.0,23607661.800,13911726.800
08-05 04:04:09,55.089,8.534,33.225,0.102,0.0,3.049,0.0,1674854.400,22860603392.0,1486848.0,4572991488.0,23032197120.0,0.0,25375535104.0,23813418.200,14349706.600
08-05 04:04:14,54.851,8.355,33.541,0.119,0.0,3.134,0.0,1641779.200,22859886592.0,1486848.0,4580913152.0,23024992256.0,0.0,25375535104.0,23538034.200,13891123.0
08-05 04:04:19,52.098,8.315,36.377,0.136,0.008,3.066,0.0,1682329.600,22859665408.0,1486848.0,4589162496.0,23016964096.0,0.0,25375535104.0,24014072.600,14222123.200
08-05 04:04:24,55.346,9.766,31.626,0.102,0.0,3.159,0.0,1682636.800,22858870784.0,1486848.0,4597100544.0,23009820672.0,0.0,25375535104.0,24360679.200,14396960.200
08-05 04:04:29,55.163,8.409,33.347,0.178,0.0,2.902,0.0,1698508.800,22855249920.0,1486848.0,4605386752.0,23005155328.0,0.0,25375535104.0,23626107.200,14147215.200
08-05 04:04:34,54.424,8.644,33.804,0.119,0.0,3.009,0.0,1672908.800,22855647232.0,1486848.0,4613980160.0,22996164608.0,0.0,25375535104.0,23682929.200,14044416.600
08-05 04:04:39,53.591,8.345,34.677,0.127,0.0,3.260,0.0,1700864.0,22855041024.0,1486848.0,4621791232.0,22988959744.0,0.0,25375535104.0,24219597.400,14428839.0
08-05 04:04:44,53.606,9.842,33.257,0.128,0.0,3.167,0.0,1636761.600,22858080256.0,1486848.0,4629454848.0,22978256896.0,0.0,25375535104.0,23843278.800,14095995.400
08-05 04:04:49,54.066,8.795,33.887,0.128,0.009,3.116,0.0,3478220.800,22854316032.0,1486848.0,4637880320.0,22973595648.0,0.0,25375535104.0,23713106.200,14384570.600
08-05 04:04:54,55.068,8.724,32.891,0.102,0.0,3.214,0.0,1700659.200,22855741440.0,1486848.0,4646596608.0,22963453952.0,0.0,25375535104.0,24448015.200,14512956.800
08-05 04:04:59,53.560,8.242,35.051,0.111,0.0,3.036,0.0,1630515.200,22854778880.0,1486848.0,4654022656.0,22956990464.0,0.0,25375535104.0,23309978.600,14013900.800
08-05 04:05:04,55.423,10.363,30.791,0.195,0.0,3.228,0.0,2131251.200,22855774208.0,1486848.0,4557856768.0,23052161024.0,0.0,25375535104.0,24456980.800,14570317.800
08-05 04:05:09,54.558,8.341,34.071,0.119,0.0,2.911,0.0,1628057.600,22854148096.0,1486848.0,4566331392.0,23045312512.0,0.0,25375535104.0,23352363.200,13906776.800
08-05 04:05:14,56.114,8.864,31.701,0.119,0.0,3.202,0.0,1728512.0,22852874240.0,1486848.0,4574195712.0,23038722048.0,0.0,25375535104.0,24497770.400,14624234.400
08-05 04:05:19,55.745,8.504,32.545,0.119,0.009,3.078,0.0,1697689.600,22851313664.0,1486848.0,4582281216.0,23032197120.0,0.0,25375535104.0,24024776.200,14288197.800
08-05 04:05:24,53.892,10.353,32.624,0.128,0.0,3.003,0.0,1669734.400,22850797568.0,1486848.0,4590456832.0,23024537600.0,0.0,25375535104.0,23650584.600,14245909.200
08-05 04:05:29,55.261,8.467,33.109,0.153,0.0,3.010,0.0,1659801.600,22850646016.0,1486848.0,4598390784.0,23016755200.0,0.0,25375535104.0,23839881.600,14090426.200
08-05 04:05:34,53.151,8.524,35.133,0.094,0.0,3.099,0.0,1701478.400,22851567616.0,1486848.0,4631920640.0,22982303744.0,0.0,25375535104.0,23704838.400,14285600.200
08-05 04:05:39,55.132,8.436,33.115,0.119,0.0,3.198,0.0,1671475.200,22850416640.0,1486848.0,4639961088.0,22975414272.0,0.0,25375535104.0,24077068.800,14320347.800
08-05 04:05:44,53.895,10.851,31.887,0.136,0.009,3.222,0.0,1648947.200,22850347008.0,1486848.0,4648038400.0,22967406592.0,0.0,25375535104.0,23622812.600,14251042.600
08-05 04:05:49,55.234,8.328,33.195,0.136,0.0,3.107,0.0,3498803.200,22850301952.0,1486848.0,4656488448.0,22959001600.0,0.0,25375535104.0,23678360.400,14028871.600
08-05 04:05:54,51.836,8.255,36.788,0.102,0.0,3.018,0.0,1608089.600,22851543040.0,1486848.0,4664209408.0,22950039552.0,0.0,25375535104.0,23679851.800,14144987.200
08-05 04:05:59,54.115,8.417,34.127,0.127,0.0,3.213,0.0,1662464.0,22851993600.0,1486848.0,4672122880.0,22941675520.0,0.0,25375535104.0,24420641.400,14254255.0
08-05 04:06:04,52.923,11.650,32.075,0.161,0.008,3.182,0.0,2095308.800,22850072576.0,1486848.0,4584288256.0,23031431168.0,0.0,25375535104.0,23673501.400,14386670.200
08-05 04:06:09,56.050,8.730,31.884,0.111,0.0,3.225,0.0,1737011.200,22846754816.0,1486848.0,4592537600.0,23026499584.0,0.0,25375535104.0,24717767.800,14715282.800
08-05 04:06:14,54.051,8.171,34.593,0.136,0.0,3.049,0.0,1657241.600,22846586880.0,1486848.0,4600557568.0,23018647552.0,0.0,25375535104.0,23464201.0,13992291.600
08-05 04:06:19,55.948,8.623,32.251,0.111,0.0,3.067,0.0,1718169.600,22826786816.0,1486848.0,4608823296.0,23030181888.0,0.0,25375535104.0,24068446.200,14347069.0
08-05 04:06:24,52.724,9.965,34.133,0.136,0.008,3.034,0.0,1596723.200,22827884544.0,1486848.0,4616536064.0,23021371392.0,0.0,25375535104.0,22840569.400,13605683.200
08-05 04:06:29,55.529,8.894,32.058,0.119,0.0,3.399,0.0,1733324.800,22825906176.0,1486848.0,4624973824.0,23014912000.0,0.0,25375535104.0,25188495.800,14842922.800
08-05 04:06:34,53.864,8.757,34.185,0.119,0.0,3.075,0.0,1693286.400,22826434560.0,1486848.0,4633530368.0,23005827072.0,0.0,25375535104.0,23770390.600,14151121.400
08-05 04:06:39,54.714,8.591,33.587,0.102,0.0,3.006,0.0,1687859.200,22824251392.0,1486848.0,4641476608.0,23000064000.0,0.0,25375535104.0,24001714.600,14462625.200
08-05 04:06:44,54.068,10.355,32.330,0.128,0.009,3.111,0.0,1643315.200,22823645184.0,1486848.0,4649259008.0,22992887808.0,0.0,25375535104.0,23646177.800,14091399.400
08-05 04:06:49,54.731,8.626,33.419,0.137,0.0,3.088,0.0,3489587.200,22823251968.0,1486848.0,4657496064.0,22985043968.0,0.0,25375535104.0,23883889.600,14344619.400
08-05 04:06:54,55.733,8.423,32.801,0.102,0.0,2.941,0.0,1699840.0,22822318080.0,1486848.0,4665638912.0,22977835008.0,0.0,25375535104.0,24127900.0,14346456.400
08-05 04:06:59,54.504,8.311,34.196,0.162,0.0,2.827,0.0,1625395.200,22822023168.0,1486848.0,4673732608.0,22970036224.0,0.0,25375535104.0,23485371.400,14034169.200
08-05 04:07:04,54.643,10.135,31.815,0.178,0.0,3.228,0.0,2124288.0,22822666240.0,1486848.0,4577337344.0,23065788416.0,0.0,25375535104.0,24121954.600,14372933.400
08-05 04:07:09,53.821,8.255,34.807,0.136,0.009,2.973,0.0,1611673.600,22819233792.0,1486848.0,4585472000.0,23061086208.0,0.0,25375535104.0,23286731.800,14017706.0
08-05 04:07:14,55.997,8.654,32.010,0.153,0.0,3.186,0.0,1731993.600,22821933056.0,1486848.0,4593668096.0,23050190848.0,0.0,25375535104.0,24518487.600,14677900.600
08-05 04:07:19,55.353,8.311,33.118,0.119,0.0,3.099,0.0,1668915.200,22820265984.0,1486848.0,4601634816.0,23043891200.0,0.0,25375535104.0,23648514.600,14106829.0
08-05 04:07:24,54.080,10.172,32.521,0.119,0.0,3.108,0.0,1667891.200,22819905536.0,1486848.0,4610256896.0,23035629568.0,0.0,25375535104.0,23838835.0,14166282.200
08-05 04:07:29,54.944,8.548,33.107,0.144,0.0,3.256,0.0,1665536.0,22818820096.0,1486848.0,4617879552.0,23029092352.0,0.0,25375535104.0,24026951.800,14333014.400
08-05 04:07:34,55.458,8.682,32.606,0.127,0.0,3.126,0.0,1730150.400,22818570240.0,1486848.0,4626116608.0,23021105152.0,0.0,25375535104.0,24034751.0,14321462.0
08-05 04:07:39,54.876,8.270,33.702,0.145,0.0,3.007,0.0,1604096.0,22818455552.0,1486848.0,4634284032.0,23013052416.0,0.0,25375535104.0,23454899.400,14071921.600
08-05 04:07:44,55.247,11.037,30.527,0.111,0.0,3.078,0.0,1717862.400,22818062336.0,1486848.0,4642545664.0,23005184000.0,0.0,25375535104.0,24397748.800,14668312.600
08-05 04:07:49,54.998,8.643,33.140,0.145,0.0,3.074,0.0,3454361.600,22818865152.0,1486848.0,4650414080.0,22996512768.0,0.0,25375535104.0,23457940.800,14041689.200
08-05 04:07:54,54.699,8.334,33.855,0.119,0.009,2.985,0.0,1646284.800,22816837632.0,1486848.0,4658581504.0,22990372864.0,0.0,25375535104.0,23708543.0,14156721.400
08-05 04:07:59,56.155,8.723,32.030,0.102,0.0,2.990,0.0,1698508.800,22817775616.0,1486848.0,4666806272.0,22981210112.0,0.0,25375535104.0,24177602.600,14426668.800
08-05 04:08:04,53.835,10.445,32.579,0.170,0.0,2.971,0.0,2031411.200,22817648640.0,1486848.0,4570095616.0,23078047744.0,0.0,25375535104.0,23039820.600,13793354.400
08-05 04:08:09,55.670,8.793,32.257,0.111,0.0,3.169,0.0,1729945.600,22815870976.0,1486848.0,4578304000.0,23071617024.0,0.0,25375535104.0,24426492.400,14568509.0
08-05 04:08:14,54.873,8.462,33.645,0.102,0.0,2.917,0.0,1646694.400,22814261248.0,1486848.0,4587012096.0,23064518656.0,0.0,25375535104.0,23518925.400,14036635.200
08-05 04:08:19,55.348,8.735,32.691,0.102,0.0,3.124,0.0,1736704.0,22814064640.0,1486848.0,4594585600.0,23057141760.0,0.0,25375535104.0,24059182.600,14295435.800
08-05 04:08:24,52.696,10.267,33.753,0.111,0.0,3.173,0.0,1626214.400,22813880320.0,1486848.0,4602355712.0,23049555968.0,0.0,25375535104.0,23450173.600,14087146.400
08-05 04:08:29,54.027,8.735,33.995,0.111,0.0,3.133,0.0,1676390.400,22812508160.0,1486848.0,4610764800.0,23042519040.0,0.0,25375535104.0,24009042.200,14383842.800
08-05 04:08:34,52.995,8.447,35.135,0.127,0.0,3.296,0.0,1667072.0,22811226112.0,1486848.0,4618797056.0,23035768832.0,0.0,25375535104.0,23750518.600,13969475.0
08-05 04:08:39,55.611,8.735,32.169,0.094,0.009,3.383,0.0,1732096.0,22810841088.0,1486848.0,4627193856.0,23027757056.0,0.0,25375535104.0,24872306.400,14677434.400
08-05 04:08:44,52.016,10.357,34.451,0.085,0.0,3.090,0.0,1584537.600,22812725248.0,1486848.0,4634873856.0,23018192896.0,0.0,25375535104.0,22948445.600,13786113.600
08-05 04:08:49,55.565,9.035,31.968,0.119,0.0,3.313,0.0,1749708.800,22786957312.0,1486848.0,4643364864.0,23035469824.0,0.0,25375535104.0,24878049.600,14910917.800
08-05 04:08:54,54.373,8.594,33.944,0.144,0.0,2.944,0.0,3459788.800,22786179072.0,1486848.0,4651368448.0,23028244480.0,0.0,25375535104.0,23929592.800,14142690.400
08-05 04:08:59,56.225,8.354,32.413,0.127,0.0,2.881,0.0,1691852.800,22783590400.0,1486848.0,4659617792.0,23022583808.0,0.0,25375535104.0,23741398.0,14313592.0
